total_sold,total_rating,favorite,item_rating
-0.23282572616842265,-0.23282572616842265,-0.32206821479546344,0.07211202387492792
-0.25821228479860114,-0.25821228479860114,-0.3517404448632296,0.7531143575304697
1.0084516251256734,1.0084516251256734,5.4958666568403,0.07211202387492792
0.7577201818646516,0.7577201818646516,0.5686431318259206,0.07211202387492792
-0.2593092348628681,-0.2593092348628681,-0.32097932561866466,0.7531143575304697
-0.25821228479860114,-0.25821228479860114,-0.3539182232168271,0.7531143575304697
-0.18361968042844712,-0.18361968042844712,-0.2972959860232917,0.07211202387492792
-0.25821228479860114,-0.25821228479860114,-0.34765711045023423,0.7531143575304697
0.19357443452735254,0.19357443452735254,0.8136431966056412,0.07211202387492792
-0.1742172513061588,-0.1742172513061588,-0.3441182206256383,0.07211202387492792
-0.07282772393748313,-0.07282772393748313,0.21475414936632425,0.07211202387492792
-0.24363851965905423,-0.24363851965905423,-0.2937570961986957,0.07211202387492792
0.036867282489213914,0.036867282489213914,0.16030969052638636,0.07211202387492792
-0.24238486244274912,-0.24238486244274912,-0.16799039627843917,0.07211202387492792
1.6196095180744141,1.6196095180744141,2.6647547971635293,-0.60889030978062
-0.26071959923121135,-0.26071959923121135,-0.35228488945162895,0.7531143575304697
0.005525852081586187,0.005525852081586187,0.024198543426541597,0.07211202387492792
-0.1883208949895913,-0.1883208949895913,-0.14730150191926278,0.7531143575304697
-0.25069034150077046,-0.25069034150077046,-0.3351348849170485,0.07211202387492792
-0.2578988704945248,-0.2578988704945248,-0.3514682225690299,0.7531143575304697
-0.07282772393748313,-0.07282772393748313,-0.08986259784312829,0.07211202387492792
-0.24630254124370257,-0.24630254124370257,-0.348745999627033,0.07211202387492792
-0.10416915434511086,-0.10416915434511086,-0.26952931201492336,0.07211202387492792
-0.08849843914129699,-0.08849843914129699,-0.2678959782497252,0.7531143575304697
0.2875987257502357,0.2875987257502357,0.32364306704620005,0.07211202387492792
-0.24238486244274912,-0.24238486244274912,-0.2858626496669047,-0.60889030978062
-0.07282772393748313,-0.07282772393748313,-0.0925848207851252,-1.2898926434361617
-0.23251231186434637,-0.23251231186434637,0.6503098200858275,0.07211202387492792
-0.26071959923121135,-0.26071959923121135,-0.3563682238646243,0.7531143575304697
0.11522085850828322,0.11522085850828322,-0.05746814483336525,0.07211202387492792
-0.25272753447726626,-0.25272753447726626,-0.34684044356763516,0.07211202387492792
